transaction_id,timestamp,sender_account,beneficiary_account,is_fraud_label,is_fraud_ground_truth,amount,hour_of_day,day_of_week,sender_idx,beneficiary_idx,sender_txn_count_1h,sender_txn_count_24h,sender_avg_amount_24h,sender_std_amount_24h,pair_txn_count_24h,seconds_since_last_pair_txn,beneficiary_inbound_count_1h,beneficiary_unique_senders_24h
TX0001548,2026-01-01 02:47:10.606802416,A004,A002,0,0,673.68,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
TX0005283,2026-01-01 03:13:29.261908250,A019,A021,1,1,16341.23,3.0,3.0,19.0,21.0,1.0,1.0,242.07,0.0,0.0,-1.0,0.0,0.0
TX0002156,2026-01-01 03:43:30.832012492,A014,A024,0,0,95.1,3.0,3.0,14.0,24.0,0.0,2.0,733.4549999999999,69.39500000000004,0.0,-1.0,0.0,1.0
TX0001900,2026-01-01 04:02:58.815187566,A010,A017,0,0,2782.2,4.0,3.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0000856,2026-01-01 04:10:05.406493380,A020,A013,0,0,2448.19,4.0,3.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0002908,2026-01-01 04:56:43.440115463,A010,A029,0,0,614.21,4.0,3.0,10.0,29.0,1.0,1.0,2782.2,0.0,0.0,-1.0,0.0,0.0
TX0003990,2026-01-01 05:04:07.136823372,A022,A026,0,0,1268.72,5.0,3.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0001413,2026-01-01 05:12:31.024017328,A010,A007,0,0,318.56,5.0,3.0,10.0,7.0,1.0,2.0,1698.205,1083.995,0.0,-1.0,0.0,0.0
TX0003168,2026-01-01 05:19:00.492647890,A021,A030,0,1,9778.55,5.0,3.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0000764,2026-01-01 05:21:08.387866281,A021,A009,0,0,68.33,5.0,3.0,21.0,9.0,1.0,1.0,9778.55,0.0,0.0,-1.0,0.0,0.0
TX0000599,2026-01-01 05:50:51.757395647,A023,A016,0,0,273.1,5.0,3.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0003965,2026-01-01 06:01:41.961531735,A005,A028,0,0,449.81,6.0,3.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0003725,2026-01-01 06:02:03.237191382,A003,A026,0,0,323.3,6.0,3.0,3.0,26.0,0.0,1.0,433.24,0.0,0.0,-1.0,1.0,2.0
TX0001462,2026-01-01 06:12:07.312201955,A011,A009,0,0,270.99,6.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
TX0000950,2026-01-01 06:36:43.148362082,A011,A024,0,0,1705.9,6.0,3.0,11.0,24.0,1.0,1.0,270.99,0.0,0.0,-1.0,0.0,2.0
TX0003555,2026-01-01 06:38:51.422419129,A014,A021,0,0,939.93,6.0,3.0,14.0,21.0,0.0,3.0,520.67,306.2112938261204,0.0,-1.0,0.0,1.0
TX0003797,2026-01-01 06:49:17.571395007,A026,A023,0,0,336.04,6.0,3.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0001142,2026-01-01 06:55:42.999560300,A017,A012,0,0,191.79,6.0,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0002634,2026-01-01 07:15:45.134372915,A017,A021,0,0,539.57,7.0,3.0,17.0,21.0,1.0,1.0,191.79,0.0,0.0,-1.0,1.0,2.0
TX0004223,2026-01-01 07:42:30.391419194,A024,A005,0,0,978.25,7.0,3.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0002553,2026-01-01 07:52:15.710782077,A015,A010,0,0,377.87,7.0,3.0,15.0,10.0,0.0,1.0,185.54,0.0,0.0,-1.0,0.0,0.0
TX0004448,2026-01-01 08:13:53.898307438,A030,A005,0,0,333.29,8.0,3.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
TX0003405,2026-01-01 08:27:22.303659041,A015,A021,0,0,293.45,8.0,3.0,15.0,21.0,1.0,2.0,281.705,96.165,0.0,-1.0,0.0,3.0
TX0003475,2026-01-01 08:28:31.357574256,A013,A011,0,0,758.53,8.0,3.0,13.0,11.0,0.0,1.0,9953.1,0.0,0.0,-1.0,0.0,0.0
TX0002314,2026-01-01 08:30:55.573831801,A015,A028,0,0,488.72,8.0,3.0,15.0,28.0,2.0,3.0,285.61999999999995,78.71335718923442,0.0,-1.0,0.0,1.0
TX0001929,2026-01-01 08:31:04.581183022,A011,A003,0,0,369.97,8.0,3.0,11.0,3.0,0.0,2.0,988.445,717.455,0.0,-1.0,0.0,0.0
TX0005522,2026-01-01 08:47:05.880995467,A023,A024,0,0,182.1,8.0,3.0,23.0,24.0,0.0,1.0,273.1,0.0,0.0,-1.0,0.0,3.0
TX0000349,2026-01-01 09:18:01.707286093,A024,A026,0,0,1243.77,9.0,3.0,24.0,26.0,0.0,1.0,978.25,0.0,0.0,-1.0,0.0,3.0
TX0000696,2026-01-01 09:25:31.516534805,A021,A019,1,1,9797.82,9.0,3.0,21.0,19.0,0.0,2.0,4923.44,4855.11,0.0,-1.0,0.0,1.0
TX0002779,2026-01-01 09:36:16.663668696,A002,A008,0,0,1287.86,9.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0005785,2026-01-01 09:49:20.963042410,A010,A024,0,0,489.49,9.0,3.0,10.0,24.0,0.0,3.0,1238.3233333333333,1098.337714315997,0.0,-1.0,0.0,4.0
TX0000281,2026-01-01 09:58:35.775186917,A028,A018,0,0,287.21,9.0,3.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0005364,2026-01-01 10:25:33.209518524,A011,A017,0,0,550.47,10.0,3.0,11.0,17.0,0.0,3.0,782.2866666666667,654.3421389626548,0.0,-1.0,0.0,1.0
TX0004120,2026-01-01 10:52:15.271810153,A030,A003,1,1,16300.92,10.0,3.0,30.0,3.0,0.0,1.0,333.29,0.0,0.0,-1.0,0.0,1.0
TX0004363,2026-01-01 10:56:03.403962771,A022,A015,0,0,1281.88,10.0,3.0,22.0,15.0,0.0,1.0,1268.72,0.0,0.0,-1.0,0.0,1.0
TX0005760,2026-01-01 11:11:27.467217476,A011,A008,0,0,842.18,11.0,3.0,11.0,8.0,1.0,4.0,724.3325,575.498724949717,0.0,-1.0,0.0,2.0
TX0003835,2026-01-01 12:11:09.856953198,A003,A030,0,0,301.53,12.0,3.0,3.0,30.0,0.0,2.0,378.27,54.97,0.0,-1.0,0.0,1.0
TX0003571,2026-01-01 12:33:10.180612934,A021,A011,0,0,578.19,12.0,3.0,21.0,11.0,0.0,3.0,6548.233333333333,4581.990341924445,0.0,-1.0,0.0,1.0
TX0004463,2026-01-01 13:04:48.387104984,A001,A007,0,0,200.3,13.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0001198,2026-01-01 13:09:18.008663506,A005,A023,0,0,860.58,13.0,3.0,5.0,23.0,0.0,1.0,449.81,0.0,0.0,-1.0,0.0,1.0
TX0005332,2026-01-01 13:37:32.100441987,A023,A007,0,0,2743.69,13.0,3.0,23.0,7.0,0.0,2.0,227.60000000000002,45.500000000000014,0.0,-1.0,1.0,2.0
TX0000916,2026-01-01 13:39:40.450611535,A022,A018,0,0,614.28,13.0,3.0,22.0,18.0,0.0,2.0,1275.3000000000002,6.580000000000041,0.0,-1.0,0.0,3.0
TX0005183,2026-01-01 13:48:41.419194452,A010,A018,0,0,188.11,13.0,3.0,10.0,18.0,0.0,4.0,1051.115,1004.937899188303,0.0,-1.0,1.0,4.0
TX0004715,2026-01-01 14:12:34.921570487,A017,A006,0,0,884.17,14.0,3.0,17.0,6.0,0.0,2.0,365.68,173.89000000000001,0.0,-1.0,0.0,1.0
TX0004366,2026-01-01 15:05:29.670184382,A005,A011,0,0,70.26,15.0,3.0,5.0,11.0,0.0,2.0,655.195,205.38500000000002,0.0,-1.0,0.0,2.0
TX0004324,2026-01-01 15:51:15.160864636,A011,A024,0,0,693.69,15.0,3.0,11.0,24.0,0.0,5.0,747.9019999999999,516.8956483237212,1.0,33272.012502,0.0,5.0
TX0000237,2026-01-01 16:12:54.679545766,A013,A018,0,0,187.77,16.0,3.0,13.0,18.0,0.0,2.0,5355.8150000000005,4597.285000000001,0.0,-1.0,0.0,5.0
TX0005399,2026-01-01 16:36:15.985486406,A017,A008,0,0,497.3,16.0,3.0,17.0,8.0,0.0,3.0,538.51,282.6639451126844,0.0,-1.0,0.0,3.0
TX0005547,2026-01-01 17:31:02.542171523,A027,A025,0,0,529.75,17.0,3.0,27.0,25.0,0.0,1.0,512.46,0.0,0.0,-1.0,0.0,1.0
TX0001487,2026-01-01 18:16:36.763977118,A024,A010,0,0,834.68,18.0,3.0,24.0,10.0,0.0,2.0,1111.01,132.76,0.0,-1.0,0.0,1.0
TX0001935,2026-01-01 18:22:12.775945779,A024,A020,0,0,293.42,18.0,3.0,24.0,20.0,1.0,3.0,1018.9,169.46577609259833,0.0,-1.0,0.0,0.0
TX0000523,2026-01-01 18:36:47.782854799,A005,A014,0,0,316.59,18.0,3.0,5.0,14.0,0.0,3.0,460.2166666666667,322.7306923048311,0.0,-1.0,0.0,0.0
TX0003076,2026-01-01 19:30:41.764008557,A011,A013,0,0,2242.17,19.0,3.0,11.0,13.0,0.0,6.0,738.8666666666667,472.291342593625,0.0,-1.0,0.0,1.0
TX0005863,2026-01-01 19:42:24.383112985,A012,A008,0,0,4317.11,19.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0
TX0004286,2026-01-01 19:50:02.685024500,A007,A008,0,0,225.67,19.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,5.0
TX0002264,2026-01-01 20:03:15.371768775,A018,A002,0,0,269.35,20.0,3.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0004687,2026-01-01 20:08:00.629595245,A022,A019,0,0,577.21,20.0,3.0,22.0,19.0,0.0,3.0,1054.96,311.6541279474198,0.0,-1.0,0.0,2.0
TX0005775,2026-01-01 20:24:59.154720943,A019,A022,0,0,4292.7,20.0,3.0,19.0,22.0,0.0,2.0,8291.65,8049.58,0.0,-1.0,0.0,0.0
TX0005711,2026-01-01 20:42:36.748155551,A009,A025,0,0,291.46,20.0,3.0,9.0,25.0,0.0,1.0,104.29,0.0,0.0,-1.0,0.0,2.0
TX0000738,2026-01-01 21:52:45.717037846,A022,A013,0,0,808.54,21.0,3.0,22.0,13.0,0.0,4.0,935.5225,340.0620102551151,0.0,-1.0,0.0,2.0
TX0005888,2026-01-01 23:17:18.056675194,A021,A006,0,0,810.45,23.0,3.0,21.0,6.0,0.0,4.0,5055.722499999999,4735.899321456142,0.0,-1.0,0.0,2.0
TX0002509,2026-01-01 23:21:46.254002640,A030,A027,0,0,1337.89,23.0,3.0,30.0,27.0,0.0,2.0,8317.105,7983.8150000000005,0.0,-1.0,0.0,0.0
TX0002959,2026-01-01 23:49:49.653287539,A009,A006,0,0,519.49,23.0,3.0,9.0,6.0,0.0,2.0,197.875,93.585,1.0,79377.433605,1.0,3.0
TX0004811,2026-01-02 00:00:40.265694217,A027,A012,0,0,188.89,0.0,4.0,27.0,12.0,0.0,2.0,521.105,8.644999999999982,0.0,-1.0,0.0,2.0
TX0003245,2026-01-02 01:09:29.188932496,A026,A023,0,0,1541.47,1.0,4.0,26.0,23.0,0.0,1.0,336.04,0.0,1.0,66011.617537,0.0,2.0
TX0000648,2026-01-02 01:30:27.457870852,A005,A021,0,0,271.28,1.0,4.0,5.0,21.0,0.0,4.0,424.31,286.3288161362737,0.0,-1.0,0.0,4.0
TX0000427,2026-01-02 02:01:55.274759971,A030,A019,0,1,9897.58,2.0,4.0,30.0,19.0,0.0,3.0,5990.7,7301.953283256931,0.0,-1.0,0.0,2.0
TX0001435,2026-01-02 02:27:02.284943769,A008,A010,0,0,394.03,2.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0001169,2026-01-02 02:28:28.879045650,A003,A016,0,0,466.71,2.0,4.0,3.0,16.0,0.0,2.0,312.41499999999996,10.88500000000002,0.0,-1.0,0.0,1.0
TX0004859,2026-01-02 02:41:26.040357870,A021,A030,0,1,9816.6,2.0,4.0,21.0,30.0,0.0,5.0,4206.668,4563.613489577749,1.0,76945.547709,0.0,2.0
TX0005013,2026-01-02 02:51:43.535672956,A019,A021,0,1,16173.69,2.0,4.0,19.0,21.0,0.0,2.0,10316.965,6024.265,1.0,85094.273764,0.0,5.0
TX0003505,2026-01-02 03:37:29.304253478,A005,A015,0,0,137.05,3.0,4.0,5.0,15.0,0.0,5.0,393.704,263.3139983062048,0.0,-1.0,0.0,1.0
TX0002715,2026-01-02 04:00:35.698047463,A030,A003,0,1,9798.82,4.0,4.0,30.0,3.0,0.0,4.0,6967.42,6546.055085954441,1.0,61700.426237,0.0,2.0
TX0000704,2026-01-02 04:03:56.266278538,A008,A011,0,0,619.97,4.0,4.0,8.0,11.0,0.0,1.0,394.03,0.0,0.0,-1.0,0.0,3.0
TX0005235,2026-01-02 04:07:11.867495742,A005,A014,0,0,1166.25,4.0,4.0,5.0,14.0,1.0,6.0,350.92833333333334,258.70318844940607,1.0,34224.08464,0.0,1.0
TX0003317,2026-01-02 04:27:42.304176538,A003,A014,0,0,2478.09,4.0,4.0,3.0,14.0,0.0,3.0,363.84666666666664,73.27633648654174,0.0,-1.0,1.0,1.0
TX0004039,2026-01-02 04:38:56.041152304,A030,A004,0,0,182.93,4.0,4.0,30.0,4.0,1.0,5.0,7533.7,5963.502486314565,0.0,-1.0,0.0,0.0
TX0003736,2026-01-02 05:40:18.036050211,A021,A018,0,0,419.34,5.0,4.0,21.0,18.0,0.0,4.0,5250.765,4557.1897275102565,0.0,-1.0,0.0,4.0
TX0001636,2026-01-02 06:42:00.503759387,A017,A028,0,0,209.08,6.0,4.0,17.0,28.0,0.0,4.0,528.2075,245.4436878771789,0.0,-1.0,0.0,1.0
TX0005049,2026-01-02 07:17:55.269008570,A021,A030,0,1,9798.68,7.0,4.0,21.0,30.0,0.0,5.0,4284.4800000000005,4511.009795480387,1.0,16589.22865,0.0,2.0
TX0004669,2026-01-02 07:30:01.792348708,A028,A022,0,0,403.17,7.0,4.0,28.0,22.0,0.0,1.0,287.21,0.0,0.0,-1.0,0.0,1.0
TX0002226,2026-01-02 08:15:49.663381791,A010,A017,0,0,112.05,8.0,4.0,10.0,17.0,0.0,2.0,338.8,150.69,0.0,-1.0,0.0,1.0
TX0001258,2026-01-02 08:48:38.238817163,A027,A026,0,0,816.05,8.0,4.0,27.0,26.0,0.0,2.0,359.32,170.43,0.0,-1.0,0.0,1.0
TX0004993,2026-01-02 08:51:49.627497286,A008,A023,0,0,288.56,8.0,4.0,8.0,23.0,0.0,2.0,507.0,112.97000000000003,0.0,-1.0,0.0,2.0
TX0004906,2026-01-02 08:56:26.915201225,A029,A007,0,0,662.82,8.0,4.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0003257,2026-01-02 09:17:54.647270193,A008,A006,0,0,2113.81,9.0,4.0,8.0,6.0,1.0,3.0,434.18666666666667,138.24510945740138,0.0,-1.0,0.0,3.0
TX0005247,2026-01-02 09:39:10.535305727,A007,A020,0,0,287.75,9.0,4.0,7.0,20.0,0.0,1.0,225.67,0.0,0.0,-1.0,0.0,1.0
TX0000837,2026-01-02 09:39:15.507949974,A020,A001,0,0,243.81,9.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0002626,2026-01-02 10:06:04.334819704,A003,A020,0,0,596.17,10.0,4.0,3.0,20.0,0.0,3.0,1082.11,989.4076437950134,0.0,-1.0,1.0,2.0
TX0000338,2026-01-02 10:08:23.983296925,A023,A003,0,0,72.15,10.0,4.0,23.0,3.0,0.0,1.0,2743.69,0.0,0.0,-1.0,0.0,1.0
TX0001059,2026-01-02 10:22:45.156520489,A016,A020,0,0,1301.42,10.0,4.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,3.0
TX0004234,2026-01-02 10:42:42.559697238,A021,A008,0,0,484.99,10.0,4.0,21.0,8.0,0.0,5.0,4284.652,4511.22002148155,0.0,-1.0,0.0,4.0
TX0002321,2026-01-02 10:58:53.565316180,A006,A022,0,0,2911.12,10.0,4.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0000554,2026-01-02 11:36:05.575353516,A016,A021,0,0,2527.22,11.0,4.0,16.0,21.0,0.0,1.0,1301.42,0.0,0.0,-1.0,0.0,2.0
TX0005949,2026-01-02 11:36:35.430214888,A016,A025,0,0,165.05,11.0,4.0,16.0,25.0,1.0,2.0,1914.32,612.8999999999999,0.0,-1.0,0.0,2.0
TX0000774,2026-01-02 11:37:16.013318947,A015,A002,0,0,118.73,11.0,4.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0005995,2026-01-02 11:55:02.075049626,A024,A002,0,0,114.0,11.0,4.0,24.0,2.0,0.0,2.0,564.05,270.62999999999994,0.0,-1.0,1.0,2.0
TX0003788,2026-01-02 11:55:23.279512219,A018,A009,0,0,211.89,11.0,4.0,18.0,9.0,0.0,1.0,269.35,0.0,0.0,-1.0,0.0,0.0
TX0003265,2026-01-02 12:12:27.301137885,A016,A018,0,0,1023.31,12.0,4.0,16.0,18.0,2.0,3.0,1331.23,964.5822081087748,0.0,-1.0,0.0,4.0
TX0003784,2026-01-02 12:15:55.487409656,A021,A003,1,1,18934.03,12.0,4.0,21.0,3.0,0.0,6.0,3651.3750000000005,4354.819613044648,0.0,-1.0,0.0,2.0
TX0003487,2026-01-02 12:23:15.588065567,A014,A028,0,0,140.95,12.0,4.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0003872,2026-01-02 12:29:03.259422790,A011,A022,0,0,296.53,12.0,4.0,11.0,22.0,0.0,2.0,1467.93,774.24,0.0,-1.0,0.0,3.0
TX0005330,2026-01-02 12:38:04.630946714,A009,A028,0,0,1639.65,12.0,4.0,9.0,28.0,0.0,2.0,405.475,114.01500000000001,0.0,-1.0,1.0,2.0
TX0005187,2026-01-02 13:21:37.652971739,A024,A027,0,0,749.45,13.0,4.0,24.0,27.0,0.0,3.0,414.0333333333333,306.32836165715304,0.0,-1.0,0.0,1.0
TX0004864,2026-01-02 13:23:34.044177251,A019,A007,0,0,160.39,13.0,4.0,19.0,7.0,0.0,2.0,10233.195,5940.495,0.0,-1.0,0.0,2.0
TX0001458,2026-01-02 13:38:17.192501634,A003,A013,0,1,13598.63,13.0,4.0,3.0,13.0,0.0,3.0,1180.3233333333335,919.1803282393626,0.0,-1.0,0.0,2.0
TX0000149,2026-01-02 14:09:52.423386536,A021,A030,1,1,9776.78,14.0,4.0,21.0,30.0,0.0,6.0,6710.681666666666,6852.56226158609,2.0,24717.154377,0.0,1.0
TX0000051,2026-01-02 14:31:38.814368273,A020,A024,0,0,1458.65,14.0,4.0,20.0,24.0,0.0,1.0,243.81,0.0,0.0,-1.0,0.0,1.0
TX0001415,2026-01-02 14:53:41.317419319,A004,A007,0,0,387.28,14.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0002295,2026-01-02 15:15:40.314945355,A015,A030,0,0,88.7,15.0,4.0,15.0,30.0,0.0,1.0,118.73,0.0,0.0,-1.0,0.0,1.0
TX0001880,2026-01-02 15:29:40.573077981,A011,A001,0,0,310.31,15.0,4.0,11.0,1.0,0.0,3.0,1077.4633333333334,839.3808158133921,0.0,-1.0,0.0,1.0
TX0005091,2026-01-02 15:36:43.637013358,A010,A015,0,0,244.58,15.0,4.0,10.0,15.0,0.0,1.0,112.05,0.0,0.0,-1.0,0.0,1.0
TX0003052,2026-01-02 15:47:42.799152782,A024,A021,0,0,390.5,15.0,4.0,24.0,21.0,0.0,4.0,497.8875,302.4439826955564,0.0,-1.0,0.0,3.0
TX0000422,2026-01-02 15:49:32.336719704,A003,A013,0,1,9771.28,15.0,4.0,3.0,13.0,0.0,4.0,4284.9,5435.8861462046825,1.0,7875.144218,0.0,3.0
TX0004853,2026-01-02 16:04:42.793716294,A028,A007,0,0,590.94,16.0,4.0,28.0,7.0,0.0,1.0,403.17,0.0,0.0,-1.0,0.0,3.0
TX0001233,2026-01-02 16:30:04.543710720,A002,A005,0,0,490.2,16.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0000918,2026-01-02 17:55:02.206835330,A007,A001,0,0,427.7,17.0,4.0,7.0,1.0,0.0,2.0,256.71,31.040000000000006,0.0,-1.0,0.0,2.0
TX0003843,2026-01-02 18:17:55.533401927,A023,A030,0,0,140.53,18.0,4.0,23.0,30.0,0.0,1.0,72.15,0.0,0.0,-1.0,0.0,2.0
TX0001147,2026-01-02 18:35:34.488914369,A012,A006,0,0,403.94,18.0,4.0,12.0,6.0,0.0,1.0,4317.11,0.0,0.0,-1.0,0.0,3.0
TX0000223,2026-01-02 18:41:43.859218325,A004,A022,0,0,162.17,18.0,4.0,4.0,22.0,0.0,1.0,387.28,0.0,0.0,-1.0,0.0,4.0
TX0003789,2026-01-02 19:01:15.332269632,A010,A024,0,0,737.51,19.0,4.0,10.0,24.0,0.0,2.0,178.315,66.265,0.0,-1.0,0.0,1.0
TX0000838,2026-01-02 19:30:43.390213108,A009,A016,0,0,742.31,19.0,4.0,9.0,16.0,0.0,3.0,816.8666666666668,589.1964756815469,0.0,-1.0,0.0,1.0
TX0002446,2026-01-02 20:06:39.515082520,A020,A022,0,0,878.24,20.0,4.0,20.0,22.0,0.0,2.0,851.23,607.4200000000001,0.0,-1.0,0.0,5.0
TX0001609,2026-01-02 21:27:17.193392196,A018,A028,0,0,1503.78,21.0,4.0,18.0,28.0,0.0,1.0,211.89,0.0,0.0,-1.0,0.0,3.0
TX0005400,2026-01-02 21:34:49.771677727,A023,A030,0,0,382.23,21.0,4.0,23.0,30.0,0.0,2.0,106.34,34.19,1.0,11814.238275,0.0,3.0
TX0000415,2026-01-02 21:41:49.123671519,A026,A030,0,0,893.58,21.0,4.0,26.0,30.0,0.0,1.0,1541.47,0.0,0.0,-1.0,1.0,3.0
TX0004188,2026-01-02 22:42:37.823179412,A024,A022,0,0,699.32,22.0,4.0,24.0,22.0,0.0,3.0,417.98333333333335,260.14826007917526,0.0,-1.0,0.0,5.0
TX0000417,2026-01-02 22:55:21.569831545,A019,A021,0,1,18065.66,22.0,4.0,19.0,21.0,0.0,2.0,8167.04,8006.650000000001,1.0,72218.034158,0.0,4.0
TX0000443,2026-01-02 23:09:20.879606439,A012,A007,0,0,589.07,23.0,4.0,12.0,7.0,0.0,1.0,403.94,0.0,0.0,-1.0,0.0,4.0
TX0005093,2026-01-02 23:39:24.102823867,A020,A003,0,0,381.11,23.0,4.0,20.0,3.0,0.0,3.0,860.2333333333332,496.11976808920735,0.0,-1.0,0.0,3.0
TX0003070,2026-01-02 23:44:41.457319133,A021,A018,0,0,834.88,23.0,4.0,21.0,18.0,0.0,6.0,8205.07,6363.105945186412,1.0,65063.421268,0.0,2.0
TX0002965,2026-01-03 00:12:34.319122206,A030,A003,0,1,9903.54,0.0,5.0,30.0,3.0,0.0,3.0,6626.443333333334,4556.4303602735135,1.0,72718.621074,1.0,4.0
TX0005239,2026-01-03 00:21:27.469035528,A021,A030,1,1,9794.81,0.0,5.0,21.0,30.0,1.0,7.0,7152.185714285713,6430.890262968167,3.0,36695.045648,0.0,4.0
TX0003016,2026-01-03 00:30:56.289287508,A008,A022,0,0,150.36,0.0,5.0,8.0,22.0,0.0,4.0,854.0925,737.0865005674368,0.0,-1.0,0.0,6.0
TX0002416,2026-01-03 01:10:13.786165456,A010,A023,0,0,1709.92,1.0,5.0,10.0,23.0,0.0,3.0,364.7133333333333,269.10229310720405,0.0,-1.0,0.0,1.0
TX0000028,2026-01-03 01:15:22.878323057,A002,A019,0,0,131.14,1.0,5.0,2.0,19.0,0.0,1.0,490.2,0.0,0.0,-1.0,0.0,1.0
TX0005573,2026-01-03 01:27:20.752957915,A015,A023,0,0,2041.97,1.0,5.0,15.0,23.0,0.0,2.0,103.715,15.015,0.0,-1.0,1.0,2.0
TX0004575,2026-01-03 01:39:06.700417031,A015,A016,0,0,1077.58,1.0,5.0,15.0,16.0,1.0,3.0,749.8000000000001,913.784413633763,0.0,-1.0,0.0,2.0
TX0003692,2026-01-03 01:43:42.949204015,A001,A007,0,0,415.05,1.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,5.0
TX0000229,2026-01-03 02:10:17.657100812,A019,A014,0,0,306.39,2.0,5.0,19.0,14.0,0.0,3.0,11466.58,8031.9087335991735,0.0,-1.0,0.0,2.0
TX0003577,2026-01-03 02:27:47.473422486,A028,A013,0,0,307.82,2.0,5.0,28.0,13.0,0.0,2.0,497.05500000000006,93.88500000000002,0.0,-1.0,0.0,1.0
